"foa_id","title","agency","source","source_url","posted_date","close_date","award_floor","award_ceiling","eligibility","description","tags_research_domains","tags_methods","tags_populations","tags_themes","extracted_at"
"nsf_102c350c","Computer and Information Science and Engineering : Future Computing Research (Future CoRe)","NSF","nsf","https://www.nsf.gov/funding/opportunities/computer-and-information-science-and-engineering-core-programs","","","","","","No description available","Engineering & Technology","Laboratory Research|Machine Learning","","","2026-03-29T14:28:41.119041"
